,CCA_name,Year,crimes,coffeeshops
551,Garfield Ridge,2013.0,49.0,1.0
552,Garfield Ridge,2014.0,43.0,12.0
553,Garfield Ridge,2015.0,36.0,3.0
554,Garfield Ridge,2016.0,52.0,13.0
555,Garfield Ridge,2017.0,62.0,8.0
556,Garfield Ridge,2018.0,34.0,6.0
557,Garfield Ridge,2019.0,30.0,11.0
558,Garfield Ridge,2020.0,44.0,4.0
559,Garfield Ridge,2021.0,45.0,15.0
560,Grand Boulevard,2002.0,292.0,2.0
561,Grand Boulevard,2003.0,391.0,4.0
562,Grand Boulevard,2004.0,306.0,7.0
563,Grand Boulevard,2005.0,242.0,11.0
564,Grand Boulevard,2006.0,312.0,13.0
565,Grand Boulevard,2007.0,258.0,11.0
566,Grand Boulevard,2008.0,263.0,3.0
567,Grand Boulevard,2009.0,235.0,9.0
568,Grand Boulevard,2010.0,196.0,3.0
569,Grand Boulevard,2011.0,205.0,4.0
570,Grand Boulevard,2012.0,217.0,1.0
571,Grand Boulevard,2013.0,208.0,2.0
572,Grand Boulevard,2014.0,178.0,2.0
573,Grand Boulevard,2015.0,160.0,1.0
574,Grand Boulevard,2016.0,192.0,2.0
575,Grand Boulevard,2017.0,196.0,3.0
576,Grand Boulevard,2018.0,158.0,1.0
577,Grand Boulevard,2019.0,102.0,4.0
578,Grand Boulevard,2020.0,89.0,3.0
579,Grand Boulevard,2021.0,84.0,5.0
580,Greater Grand Crossing,2002.0,508.0,2.0
581,Greater Grand Crossing,2003.0,595.0,3.0
582,Greater Grand Crossing,2004.0,551.0,5.0
583,Greater Grand Crossing,2005.0,516.0,4.0
584,Greater Grand Crossing,2006.0,561.0,6.0
585,Greater Grand Crossing,2007.0,588.0,7.0
586,Greater Grand Crossing,2008.0,656.0,7.0
587,Greater Grand Crossing,2009.0,644.0,5.5
588,Greater Grand Crossing,2010.0,486.0,4.0
589,Greater Grand Crossing,2011.0,521.0,1.0
590,Greater Grand Crossing,2012.0,535.0,2.0
591,Greater Grand Crossing,2013.0,419.0,1.0
592,Greater Grand Crossing,2014.0,329.0,3.0
593,Greater Grand Crossing,2015.0,316.0,3.0
594,Greater Grand Crossing,2016.0,414.0,1.0
595,Greater Grand Crossing,2017.0,415.0,3.0
596,Greater Grand Crossing,2018.0,258.0,4.0
597,Greater Grand Crossing,2019.0,256.0,7.0
598,Greater Grand Crossing,2020.0,258.0,5.0
599,Greater Grand Crossing,2021.0,206.0,6.0
600,Hegewisch,2002.0,6.0,1.0
601,Hegewisch,2003.0,16.0,1.0
602,Hegewisch,2004.0,25.0,1.0
603,Hegewisch,2005.0,21.0,1.0
604,Hegewisch,2006.0,13.0,1.0
605,Hegewisch,2007.0,19.0,1.0
606,Hegewisch,2008.0,25.0,1.0
607,Hegewisch,2009.0,9.0,1.0
608,Hegewisch,2010.0,8.0,1.0
609,Hegewisch,2011.0,11.0,1.0
610,Hegewisch,2012.0,12.0,1.0
611,Hegewisch,2013.0,10.0,1.0
612,Hegewisch,2014.0,7.0,1.0
613,Hegewisch,2015.0,11.0,1.0
614,Hegewisch,2016.0,6.0,1.0
615,Hegewisch,2017.0,12.0,1.0
616,Hegewisch,2018.0,13.0,1.0
617,Hegewisch,2019.0,11.0,1.0
618,Hegewisch,2020.0,8.0,2.0
619,Hegewisch,2021.0,9.0,1.8
620,Hermosa,2002.0,100.0,1.6
621,Hermosa,2003.0,124.0,1.4
622,Hermosa,2004.0,83.0,1.2
623,Hermosa,2005.0,87.0,1.0
624,Hermosa,2006.0,90.0,2.0
625,Hermosa,2007.0,82.0,3.0
626,Hermosa,2008.0,88.0,3.0
627,Hermosa,2009.0,106.0,3.0
628,Hermosa,2010.0,87.0,3.0
629,Hermosa,2011.0,82.0,3.0
630,Hermosa,2012.0,59.0,3.0
631,Hermosa,2013.0,57.0,3.0
632,Hermosa,2014.0,50.0,2.0
633,Hermosa,2015.0,46.0,2.0
634,Hermosa,2016.0,60.0,1.0
635,Hermosa,2017.0,60.0,2.0
636,Hermosa,2018.0,48.0,1.0
637,Hermosa,2019.0,33.0,1.0
638,Hermosa,2020.0,35.0,3.0
639,Hermosa,2021.0,26.0,2.0
640,Humboldt Park,2002.0,528.0,7.0
641,Humboldt Park,2003.0,564.0,2.0
642,Humboldt Park,2004.0,508.0,2.0
643,Humboldt Park,2005.0,564.0,2.0
644,Humboldt Park,2006.0,437.0,2.0
645,Humboldt Park,2007.0,464.0,2.0
646,Humboldt Park,2008.0,589.0,2.5
647,Humboldt Park,2009.0,545.0,3.0
648,Humboldt Park,2010.0,433.0,1.0
649,Humboldt Park,2011.0,420.0,2.0
650,Humboldt Park,2012.0,465.0,1.0
651,Humboldt Park,2013.0,395.0,2.0
652,Humboldt Park,2014.0,344.0,2.5
653,Humboldt Park,2015.0,328.0,3.0
654,Humboldt Park,2016.0,439.0,1.0
655,Humboldt Park,2017.0,431.0,5.0
656,Humboldt Park,2018.0,361.0,5.0
657,Humboldt Park,2019.0,243.0,10.0
658,Humboldt Park,2020.0,329.0,10.0
659,Humboldt Park,2021.0,208.0,10.0
660,Hyde Park,2002.0,129.0,20.0
661,Hyde Park,2003.0,187.0,24.0
662,Hyde Park,2004.0,204.0,22.0
663,Hyde Park,2005.0,226.0,23.0
664,Hyde Park,2006.0,176.0,23.0
665,Hyde Park,2007.0,177.0,25.0
666,Hyde Park,2008.0,114.0,3.0
667,Hyde Park,2009.0,118.0,26.0
668,Hyde Park,2010.0,86.0,6.0
669,Hyde Park,2011.0,105.0,29.0
670,Hyde Park,2012.0,100.0,1.0
671,Hyde Park,2013.0,79.0,20.0
672,Hyde Park,2014.0,81.0,3.0
673,Hyde Park,2015.0,92.0,23.0
674,Hyde Park,2016.0,96.0,11.0
675,Hyde Park,2017.0,99.0,18.0
676,Hyde Park,2018.0,115.0,13.0
677,Hyde Park,2019.0,72.0,22.0
678,Hyde Park,2020.0,81.0,10.0
679,Hyde Park,2021.0,77.0,27.0
680,Irving Park,2002.0,115.0,14.0
681,Irving Park,2003.0,162.0,15.0
682,Irving Park,2004.0,160.0,20.0
683,Irving Park,2005.0,114.0,16.0
684,Irving Park,2006.0,146.0,17.0
685,Irving Park,2007.0,131.0,18.0
686,Irving Park,2008.0,132.0,8.0
687,Irving Park,2009.0,140.0,9.0
688,Irving Park,2010.0,129.0,10.0
689,Irving Park,2011.0,149.0,7.0
690,Irving Park,2012.0,99.0,4.0
691,Irving Park,2013.0,134.0,8.0
692,Irving Park,2014.0,84.0,7.0
693,Irving Park,2015.0,90.0,13.0
694,Irving Park,2016.0,113.0,5.0
695,Irving Park,2017.0,114.0,11.0
696,Irving Park,2018.0,95.0,5.0
697,Irving Park,2019.0,47.0,9.0
698,Irving Park,2020.0,82.0,8.0
699,Irving Park,2021.0,57.0,11.0
700,Jefferson Park,2002.0,26.0,2.0
701,Jefferson Park,2003.0,29.0,2.0
702,Jefferson Park,2004.0,30.0,2.0
703,Jefferson Park,2005.0,30.0,2.0
704,Jefferson Park,2006.0,20.0,4.0
705,Jefferson Park,2007.0,30.0,8.0
706,Jefferson Park,2008.0,27.0,6.0
707,Jefferson Park,2009.0,28.0,6.0
708,Jefferson Park,2010.0,15.0,10.0
709,Jefferson Park,2011.0,19.0,7.0
710,Jefferson Park,2012.0,27.0,5.0
711,Jefferson Park,2013.0,28.0,6.0
712,Jefferson Park,2014.0,22.0,3.0
713,Jefferson Park,2015.0,25.0,2.0
714,Jefferson Park,2016.0,24.0,5.0
715,Jefferson Park,2017.0,19.0,4.0
716,Jefferson Park,2018.0,19.0,5.0
717,Jefferson Park,2019.0,13.0,5.0
718,Jefferson Park,2020.0,14.0,6.0
719,Jefferson Park,2021.0,16.0,3.0
720,Kenwood,2002.0,80.0,6.0
721,Kenwood,2003.0,101.0,6.0
722,Kenwood,2004.0,85.0,5.0
723,Kenwood,2005.0,116.0,5.0
724,Kenwood,2006.0,74.0,5.0
725,Kenwood,2007.0,98.0,5.0
726,Kenwood,2008.0,76.0,7.0
727,Kenwood,2009.0,89.0,3.0
728,Kenwood,2010.0,78.0,6.0
729,Kenwood,2011.0,91.0,2.0
730,Kenwood,2012.0,87.0,7.0
731,Kenwood,2013.0,55.0,2.0
732,Kenwood,2014.0,88.0,4.0
733,Kenwood,2015.0,87.0,3.0
734,Kenwood,2016.0,83.0,4.0
735,Kenwood,2017.0,106.0,1.0
736,Kenwood,2018.0,62.0,4.0
737,Kenwood,2019.0,43.0,1.0
738,Kenwood,2020.0,36.0,2.0
739,Kenwood,2021.0,63.0,40.0
740,Lake View,2002.0,286.0,78.0
741,Lake View,2003.0,298.0,80.0
742,Lake View,2004.0,298.0,70.0
743,Lake View,2005.0,281.0,70.0
744,Lake View,2006.0,247.0,71.0
745,Lake View,2007.0,236.0,71.0
746,Lake View,2008.0,279.0,36.0
747,Lake View,2009.0,278.0,52.0
748,Lake View,2010.0,284.0,30.0
749,Lake View,2011.0,319.0,60.0
750,Lake View,2012.0,349.0,32.0
751,Lake View,2013.0,356.0,37.0
752,Lake View,2014.0,234.0,33.0
753,Lake View,2015.0,196.0,37.0
754,Lake View,2016.0,271.0,36.0
755,Lake View,2017.0,237.0,45.0
756,Lake View,2018.0,194.0,46.0
757,Lake View,2019.0,161.0,53.0
758,Lake View,2020.0,149.0,44.0
759,Lake View,2021.0,129.0,46.0
760,Lincoln Park,2002.0,182.0,78.0
761,Lincoln Park,2003.0,213.0,75.0
762,Lincoln Park,2004.0,222.0,72.0
763,Lincoln Park,2005.0,174.0,68.0
764,Lincoln Park,2006.0,195.0,61.0
765,Lincoln Park,2007.0,170.0,63.0
766,Lincoln Park,2008.0,189.0,7.0
767,Lincoln Park,2009.0,189.0,62.0
768,Lincoln Park,2010.0,161.0,10.0
769,Lincoln Park,2011.0,152.0,66.0
770,Lincoln Park,2012.0,138.0,16.0
771,Lincoln Park,2013.0,129.0,49.0
772,Lincoln Park,2014.0,99.0,10.0
773,Lincoln Park,2015.0,116.0,53.0
774,Lincoln Park,2016.0,134.0,14.0
775,Lincoln Park,2017.0,149.0,52.0
776,Lincoln Park,2018.0,167.0,12.0
777,Lincoln Park,2019.0,119.0,51.0
778,Lincoln Park,2020.0,114.0,21.0
779,Lincoln Park,2021.0,60.0,52.0
780,Lincoln Square,2002.0,63.0,56.0
781,Lincoln Square,2003.0,105.0,67.0
782,Lincoln Square,2004.0,92.0,53.0
783,Lincoln Square,2005.0,85.0,48.0
784,Lincoln Square,2006.0,71.0,47.0
785,Lincoln Square,2007.0,58.0,45.0
786,Lincoln Square,2008.0,65.0,7.0
787,Lincoln Square,2009.0,58.0,42.0
788,Lincoln Square,2010.0,56.0,5.0
789,Lincoln Square,2011.0,44.0,40.0
790,Lincoln Square,2012.0,54.0,5.0
791,Lincoln Square,2013.0,47.0,35.0
792,Lincoln Square,2014.0,30.0,9.0
793,Lincoln Square,2015.0,43.0,32.0
794,Lincoln Square,2016.0,53.0,11.0
795,Lincoln Square,2017.0,64.0,31.0
796,Lincoln Square,2018.0,41.0,7.0
797,Lincoln Square,2019.0,28.0,29.0
798,Lincoln Square,2020.0,34.0,11.0
799,Lincoln Square,2021.0,35.0,24.0
800,Logan Square,2002.0,375.0,32.0
801,Logan Square,2003.0,455.0,27.0
802,Logan Square,2004.0,384.0,37.0
803,Logan Square,2005.0,370.0,24.0
804,Logan Square,2006.0,338.0,22.0
805,Logan Square,2007.0,296.0,28.0
806,Logan Square,2008.0,296.0,7.0
807,Logan Square,2009.0,352.0,30.0
808,Logan Square,2010.0,321.0,10.0
809,Logan Square,2011.0,266.0,24.0
810,Logan Square,2012.0,233.0,12.0
811,Logan Square,2013.0,211.0,22.0
812,Logan Square,2014.0,164.0,15.0
813,Logan Square,2015.0,167.0,24.0
814,Logan Square,2016.0,219.0,22.0
815,Logan Square,2017.0,267.0,26.0
816,Logan Square,2018.0,152.0,27.0
817,Logan Square,2019.0,139.0,28.0
818,Logan Square,2020.0,131.0,36.0
819,Logan Square,2021.0,102.0,26.0
820,Loop,2002.0,145.0,122.0
821,Loop,2003.0,159.0,131.0
822,Loop,2004.0,143.0,135.0
823,Loop,2005.0,202.0,136.0
824,Loop,2006.0,228.0,154.0
825,Loop,2007.0,241.0,152.0
826,Loop,2008.0,235.0,90.0
827,Loop,2009.0,249.0,85.0
828,Loop,2010.0,272.0,93.0
829,Loop,2011.0,241.0,89.0
830,Loop,2012.0,201.0,89.0
831,Loop,2013.0,196.0,61.0
832,Loop,2014.0,159.0,92.0
833,Loop,2015.0,196.0,59.0
834,Loop,2016.0,312.0,86.0
835,Loop,2017.0,387.0,66.0
836,Loop,2018.0,321.0,88.0
837,Loop,2019.0,259.0,83.0
838,Loop,2020.0,188.0,70.0
839,Loop,2021.0,169.0,64.0
840,Lower West Side,2002.0,116.0,8.0
841,Lower West Side,2003.0,158.0,12.0
842,Lower West Side,2004.0,124.0,12.0
843,Lower West Side,2005.0,136.0,17.0
844,Lower West Side,2006.0,121.0,17.0
845,Lower West Side,2007.0,108.0,37.0
846,Lower West Side,2008.0,109.0,5.0
847,Lower West Side,2009.0,110.0,8.0
848,Lower West Side,2010.0,80.0,6.0
849,Lower West Side,2011.0,80.0,13.0
850,Lower West Side,2012.0,85.0,6.0
851,Lower West Side,2013.0,72.0,17.0
852,Lower West Side,2014.0,49.0,8.0
853,Lower West Side,2015.0,67.0,16.0
854,Lower West Side,2016.0,97.0,7.0
855,Lower West Side,2017.0,120.0,13.0
856,Lower West Side,2018.0,96.0,15.0
857,Lower West Side,2019.0,69.0,11.0
858,Lower West Side,2020.0,75.0,10.0
859,Lower West Side,2021.0,84.0,17.0
860,Mckinley Park,2002.0,40.0,6.0
861,Mckinley Park,2003.0,53.0,5.0
862,Mckinley Park,2004.0,51.0,4.0
863,Mckinley Park,2005.0,37.0,4.0
864,Mckinley Park,2006.0,52.0,4.0
865,Mckinley Park,2007.0,38.0,7.0
866,Mckinley Park,2008.0,47.0,1.0
867,Mckinley Park,2009.0,36.0,2.0
868,Mckinley Park,2010.0,40.0,3.0
869,Mckinley Park,2011.0,31.0,2.5
870,Mckinley Park,2012.0,29.0,2.0
871,Mckinley Park,2013.0,29.0,1.5
872,Mckinley Park,2014.0,31.0,1.0
873,Mckinley Park,2015.0,39.0,1.0
874,Mckinley Park,2016.0,30.0,1.0
875,Mckinley Park,2017.0,48.0,3.0
876,Mckinley Park,2018.0,24.0,2.0
877,Mckinley Park,2019.0,24.0,1.0
878,Mckinley Park,2020.0,29.0,1.5
879,Mckinley Park,2021.0,15.0,2.0
880,Montclare,2002.0,30.0,10.0
881,Montclare,2003.0,23.0,12.0
882,Montclare,2004.0,14.0,10.0
883,Montclare,2005.0,22.0,9.0
884,Montclare,2006.0,27.0,10.0
885,Montclare,2007.0,25.0,11.0
886,Montclare,2008.0,26.0,11.0
887,Montclare,2009.0,21.0,1.0
888,Montclare,2010.0,19.0,9.0
889,Montclare,2011.0,11.0,8.0
890,Montclare,2012.0,12.0,7.0
891,Montclare,2013.0,20.0,6.5
892,Montclare,2014.0,14.0,6.0
893,Montclare,2015.0,16.0,7.0
894,Montclare,2016.0,15.0,8.0
895,Montclare,2017.0,22.0,6.0
896,Montclare,2018.0,10.0,4.0
897,Montclare,2019.0,13.0,3.0
898,Montclare,2020.0,14.0,2.0
899,Montclare,2021.0,6.0,1.0
900,Morgan Park,2002.0,93.0,3.0
901,Morgan Park,2003.0,121.0,3.0
902,Morgan Park,2004.0,100.0,3.0
903,Morgan Park,2005.0,130.0,2.0
904,Morgan Park,2006.0,143.0,3.0
905,Morgan Park,2007.0,89.0,3.0
906,Morgan Park,2008.0,103.0,3.0
907,Morgan Park,2009.0,130.0,2.0
908,Morgan Park,2010.0,99.0,2.5
909,Morgan Park,2011.0,102.0,3.0
910,Morgan Park,2012.0,99.0,1.0
911,Morgan Park,2013.0,89.0,2.0
912,Morgan Park,2014.0,61.0,1.0
913,Morgan Park,2015.0,65.0,1.0
914,Morgan Park,2016.0,55.0,1.0
915,Morgan Park,2017.0,65.0,1.0
916,Morgan Park,2018.0,30.0,2.0
917,Morgan Park,2019.0,43.0,3.0
918,Morgan Park,2020.0,59.0,3.0
919,Morgan Park,2021.0,30.0,2.0
920,Mount Greenwood,2002.0,10.0,1.75
921,Mount Greenwood,2003.0,17.0,1.5
922,Mount Greenwood,2004.0,25.0,1.25
923,Mount Greenwood,2005.0,7.0,1.0
924,Mount Greenwood,2006.0,13.0,2.0
925,Mount Greenwood,2007.0,8.0,1.0
926,Mount Greenwood,2008.0,22.0,1.0
927,Mount Greenwood,2009.0,10.0,1.0
928,Mount Greenwood,2010.0,7.0,1.0
929,Mount Greenwood,2011.0,9.0,1.0
930,Mount Greenwood,2012.0,10.0,4.0
931,Mount Greenwood,2013.0,9.0,3.5
932,Mount Greenwood,2014.0,4.0,3.0
933,Mount Greenwood,2015.0,6.0,1.0
934,Mount Greenwood,2016.0,10.0,2.0
935,Mount Greenwood,2017.0,7.0,1.0
936,Mount Greenwood,2018.0,8.0,1.0
937,Mount Greenwood,2019.0,3.0,1.0
938,Mount Greenwood,2020.0,4.0,1.0
939,Mount Greenwood,2021.0,10.0,1.0
940,Near North Side,2002.0,332.0,150.0
941,Near North Side,2003.0,373.0,135.0
942,Near North Side,2004.0,359.0,134.0
943,Near North Side,2005.0,340.0,111.0
944,Near North Side,2006.0,321.0,111.0
945,Near North Side,2007.0,354.0,122.0
946,Near North Side,2008.0,350.0,45.0
947,Near North Side,2009.0,277.0,94.0
948,Near North Side,2010.0,349.0,53.0
949,Near North Side,2011.0,353.0,91.0
950,Near North Side,2012.0,273.0,56.0
951,Near North Side,2013.0,202.0,78.0
952,Near North Side,2014.0,181.0,62.0
953,Near North Side,2015.0,205.0,95.0
954,Near North Side,2016.0,299.0,55.0
955,Near North Side,2017.0,419.0,86.0
956,Near North Side,2018.0,389.0,65.0
957,Near North Side,2019.0,419.0,79.0
958,Near North Side,2020.0,260.0,61.0
959,Near North Side,2021.0,253.0,74.0
960,Near South Side,2002.0,84.0,20.0
961,Near South Side,2003.0,93.0,15.0
962,Near South Side,2004.0,80.0,12.0
963,Near South Side,2005.0,78.0,13.0
964,Near South Side,2006.0,103.0,19.0
965,Near South Side,2007.0,85.0,17.0
966,Near South Side,2008.0,65.0,12.0
967,Near South Side,2009.0,55.0,5.0
968,Near South Side,2010.0,43.0,14.0
969,Near South Side,2011.0,53.0,8.0
970,Near South Side,2012.0,66.0,12.0
971,Near South Side,2013.0,40.0,9.0
972,Near South Side,2014.0,40.0,11.0
973,Near South Side,2015.0,60.0,5.0
974,Near South Side,2016.0,54.0,9.0
975,Near South Side,2017.0,93.0,5.0
976,Near South Side,2018.0,52.0,7.0
977,Near South Side,2019.0,44.0,3.0
978,Near South Side,2020.0,53.0,8.0
979,Near South Side,2021.0,42.0,3.0
980,Near West Side,2002.0,415.0,58.0
981,Near West Side,2003.0,464.0,64.0
982,Near West Side,2004.0,435.0,56.0
983,Near West Side,2005.0,403.0,62.0
984,Near West Side,2006.0,409.0,61.0
985,Near West Side,2007.0,359.0,72.0
986,Near West Side,2008.0,404.0,37.0
987,Near West Side,2009.0,375.0,39.0
988,Near West Side,2010.0,334.0,40.0
989,Near West Side,2011.0,395.0,45.0
990,Near West Side,2012.0,366.0,54.0
991,Near West Side,2013.0,304.0,45.0
992,Near West Side,2014.0,284.0,56.0
993,Near West Side,2015.0,287.0,44.0
994,Near West Side,2016.0,367.0,55.0
995,Near West Side,2017.0,473.0,53.0
996,Near West Side,2018.0,354.0,53.0
997,Near West Side,2019.0,308.0,47.0
998,Near West Side,2020.0,285.0,38.0
999,Near West Side,2021.0,240.0,30.0
1000,New City,2002.0,368.0,1.0
1001,New City,2003.0,409.0,1.0
1002,New City,2004.0,352.0,1.0
1003,New City,2005.0,330.0,1.0
1004,New City,2006.0,379.0,1.0
1005,New City,2007.0,293.0,1.0
1006,New City,2008.0,327.0,1.0
1007,New City,2009.0,267.0,1.0
1008,New City,2010.0,219.0,1.0
1009,New City,2011.0,240.0,1.0
1010,New City,2012.0,244.0,1.0
1011,New City,2013.0,190.0,1.0
1012,New City,2014.0,227.0,2.0
1013,New City,2015.0,199.0,1.0
1014,New City,2016.0,302.0,2.0
1015,New City,2017.0,229.0,3.0
1016,New City,2018.0,186.0,5.0
1017,New City,2019.0,130.0,5.0
1018,New City,2020.0,138.0,7.0
1019,New City,2021.0,98.0,7.0
1020,North Center,2002.0,72.0,15.0
1021,North Center,2003.0,73.0,20.0
1022,North Center,2004.0,85.0,21.0
1023,North Center,2005.0,51.0,18.0
1024,North Center,2006.0,61.0,21.0
1025,North Center,2007.0,46.0,20.0
1026,North Center,2008.0,50.0,16.0
1027,North Center,2009.0,50.0,14.0
1028,North Center,2010.0,50.0,17.0
1029,North Center,2011.0,32.0,10.0
1030,North Center,2012.0,44.0,11.0
1031,North Center,2013.0,42.0,10.0
1032,North Center,2014.0,24.0,9.0
1033,North Center,2015.0,43.0,14.0
1034,North Center,2016.0,48.0,15.0
1035,North Center,2017.0,52.0,14.0
1036,North Center,2018.0,36.0,12.0
1037,North Center,2019.0,25.0,18.0
1038,North Center,2020.0,29.0,8.0
1039,North Center,2021.0,16.0,9.0
1040,North Lawndale,2002.0,437.0,1.0
1041,North Lawndale,2003.0,520.0,1.0
1042,North Lawndale,2004.0,427.0,1.0
1043,North Lawndale,2005.0,484.0,1.0
1044,North Lawndale,2006.0,456.0,7.0
1045,North Lawndale,2007.0,437.0,5.0
1046,North Lawndale,2008.0,487.0,3.0
1047,North Lawndale,2009.0,449.0,5.0
1048,North Lawndale,2010.0,449.0,7.0
1049,North Lawndale,2011.0,483.0,5.5
1050,North Lawndale,2012.0,466.0,4.0
1051,North Lawndale,2013.0,401.0,3.0
1052,North Lawndale,2014.0,406.0,4.0
1053,North Lawndale,2015.0,414.0,2.0
1054,North Lawndale,2016.0,483.0,6.0
1055,North Lawndale,2017.0,435.0,3.0
1056,North Lawndale,2018.0,408.0,5.0
1057,North Lawndale,2019.0,363.0,8.0
1058,North Lawndale,2020.0,412.0,5.0
1059,North Lawndale,2021.0,274.0,8.0
1060,North Park,2002.0,13.0,11.0
1061,North Park,2003.0,29.0,16.0
1062,North Park,2004.0,36.0,15.0
1063,North Park,2005.0,29.0,13.0
1064,North Park,2006.0,36.0,19.0
1065,North Park,2007.0,27.0,15.0
1066,North Park,2008.0,21.0,7.0
1067,North Park,2009.0,31.0,12.0
1068,North Park,2010.0,37.0,5.0
1069,North Park,2011.0,33.0,15.0
1070,North Park,2012.0,23.0,8.0
1071,North Park,2013.0,20.0,7.0
1072,North Park,2014.0,19.0,7.0
1073,North Park,2015.0,23.0,11.0
1074,North Park,2016.0,32.0,3.0
1075,North Park,2017.0,27.0,6.0
1076,North Park,2018.0,30.0,4.0
1077,North Park,2019.0,16.0,8.0
1078,North Park,2020.0,20.0,7.5
1079,North Park,2021.0,8.0,7.0
1080,Norwood Park,2002.0,12.0,6.0
1081,Norwood Park,2003.0,9.0,5.0
1082,Norwood Park,2004.0,13.0,4.0
